owner_id,quest_id,quest_title,quest_bucket,quest_completion_status,quest_link_status,script_kind,script_class,script_path,owner_ids_on_attribute,evidence_status,evidence_sources,manual_validation,completion_status,blocker_summary
10556,10556,The Transmission is the Mission,curated_full,not_retail_complete,current_quest,quest_script,Q10556DomSoldierActivateQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10556_57_DomSoldier.cs,10556,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10557,10557,Scattered Secrets,generic_with_script,not_retail_complete,current_quest,quest_script,Q10557DomSoldierCSIQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10556_57_DomSoldier.cs,10557,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10558,10558,Communication in the Basin,curated_full,not_retail_complete,current_quest,quest_script,Q10558DomSettlerActivateQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10558_59_DomSettler.cs,10558,runtime_curated_quest_script_pending_manual_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
10559,10559,Capture the Cases,generic_with_script,not_retail_complete,current_quest,quest_script,Q10559DomSettlerCSIQuestScript,Source\NexusForever.Script.Main\Quests\Paths\Q10558_59_DomSettler.cs,10559,runtime_generic_quest_script_hook_pending_world_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,"Quest script hook is tracked, but retail completion needs objective/follow-up behavior proof, reward and achievement side effects, automated coverage, and client/manual smoke."
26443,,,,,non_quest_script_owner,spell_script,MarauderMineExplosionSpellScript,Source\NexusForever.Script.Main\Spells\MarauderMineExplosionSpellScript.cs,26443,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
37302,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56145,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56146,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56147,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56148,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56149,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56150,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56151,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
56152,,,,,non_quest_script_owner,spell_script,EngineerPulseBlastSpellScript,Source\NexusForever.Script.Main\Spells\EngineerPulseBlastSpellScript.cs,37302;56145;56146;56147;56148;56149;56150;56151;56152,runtime_spell_script_owner_pending_spell_smoke,Source/NexusForever.Script.Main;wildstar_client_mysql/Quest2.tbl.sql;Tools/WikiArchiveAudit/quest_implementation_audit.py;Decomp/Analysis/QUEST_IMPLEMENTATION_STATUS.md,pending,not_retail_complete,ScriptFilterOwnerId does not match a current Quest2 row; tracked as related Script.Main runtime content pending owner-family evidence and smoke before it can support quest retail-completeness claims.
